Age (bin);Age;Cabin;Min(0);Class;AgeGroup;SurvivedCat;AgeSexShapeName;AgeGroupSize;EmbarkedIcon;PassCountLabel;AgeSexClass;Percent survived;Title;TitleFull;FamilySize;PointNew;MapPlaceLabel;EmbarkedIcon2;Embarked (titatic-ports.csv);EmbarkedName;Embarked;FamilySize (bin);Fare (bin);Fare;Name;Number of Records;Parch;PassengerId;Pclass;Point;Sex;SibSp;Survived;Ticket;Timestamp;city;country;lat;lon
40;42;;0;Second;Adult;Died;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 13";Adult male Second;0;Rev;Rev;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;0;13;Byles, Rev. Thomas Roussel Davids;1;0;150;2;1;male;0;0;244310;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
25;27;;0;Second;Adult;Died;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 26";Adult male Second;0;Mr;Mr;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;20;26;Sharp, Mr. Percival James R;1;0;552;2;1;male;0;0;244358;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
25;25;;0;Second;Adult;Died;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 13";Adult male Second;0;Mr;Mr;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;0;13;Sedgwick, Mr. Charles Frederick Waddington;1;0;344;2;1;male;0;0;244361;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
30;34;;0;Second;Adult;Died;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 26";Adult male Second;0;Mr;Mr;2;1;Southampton, United Kingdom;3;S;Southampton;S;2;20;26;Kantor, Mr. Sinai;1;0;100;2;1;male;1;0;244367;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
20;21;;0;Second;Adult;Survived;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 13";Adult male Second;100;Mr;Mr;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;0;13;Williams, Mr. Charles Eugene;1;0;18;2;1;male;0;1;244373;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
35;39;;0;Second;Adult;Died;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 13";Adult male Second;0;Mr;Mr;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;0;13;Meyer, Mr. August;1;0;809;2;1;male;0;0;248723;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
25;28;;0;Second;Adult;Died;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 33";Adult male Second;0;Rev;Rev;2;1;Southampton, United Kingdom;3;S;Southampton;S;2;20;33;Harper, Rev. John;1;1;849;2;1;male;0;0;248727;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
50;52;;0;Second;Adult;Died;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 13.5";Adult male Second;0;Mr;Mr;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;0;13,5;Chapman, Mr. Charles Henry;1;0;696;2;1;male;0;0;248731;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
0;0,83;;0;Second;Infant;Survived;Infant male;1;0;"Boarding passengers: 1
Avg. Fare: 29";Infant male Second;100;Master;Master;3;1;Southampton, United Kingdom;3;S;Southampton;S;3;20;29;Caldwell, Master. Alden Gates;1;2;79;2;1;male;0;1;248738;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
25;28;;0;Second;Adult;Died;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 13";Adult male Second;0;Mr;Mr;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;0;13;Collander, Mr. Erik Gustaf;1;0;343;2;1;male;0;0;248740;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
50;50;;0;Second;Adult;Died;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 13";Adult male Second;0;Mr;Mr;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;0;13;Hodges, Mr. Henry Price;1;0;724;2;1;male;0;0;250643;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
30;30;;0;Second;Adult;Died;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 13";Adult male Second;0;Mr;Mr;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;0;13;Givard, Mr. Hans Kristensen;1;0;214;2;1;male;0;0;250646;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
50;52;;0;Second;Adult;Died;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 13";Adult male Second;0;Mr;Mr;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;0;13;Greenberg, Mr. Samuel;1;0;715;2;1;male;0;0;250647;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
30;34;;0;Second;Adult;Died;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 13";Adult male Second;0;Mr;Mr;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;0;13;Ponesell, Mr. Martin;1;0;801;2;1;male;0;0;250647;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
0;0,67;;0;Second;Infant;Survived;Infant male;1;0;"Boarding passengers: 1
Avg. Fare: 14.5";Infant male Second;100;Master;Master;3;1;Southampton, United Kingdom;3;S;Southampton;S;3;0;14,5;Hamalainen, Master. Viljo;1;1;756;2;1;male;1;1;250649;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
30;30;;0;Second;Adult;Died;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 13";Adult male Second;0;Mr;Mr;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;0;13;Hale, Mr. Reginald;1;0;179;2;1;male;0;0;250653;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
35;39;;0;Second;Adult;Died;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 26";Adult male Second;0;Mr;Mr;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;20;26;"Morley, Mr. Henry Samuel (""Mr Henry Marshall"")";1;0;706;2;1;male;0;0;250655;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
40;44;;0;Second;Adult;Died;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 26";Adult male Second;0;Mr;Mr;2;1;Southampton, United Kingdom;3;S;Southampton;S;2;20;26;Hold, Mr. Stephen;1;0;237;2;1;male;1;0;26707;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
20;21;;0;Second;Adult;Died;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 11.5";Adult male Second;0;Mr;Mr;2;1;Southampton, United Kingdom;3;S;Southampton;S;2;0;11,5;Giles, Mr. Frederick Edward;1;0;862;2;1;male;1;0;28134;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
35;35;;0;Second;Adult;Died;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 10.5";Adult male Second;0;Mr;Mr;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;0;10,5;Slemen, Mr. Richard James;1;0;813;2;1;male;0;0;28206;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
35;39;;0;Second;Adult;Died;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 13";Adult male Second;0;Mr;Mr;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;0;13;Otter, Mr. Richard;1;0;796;2;1;male;0;0;28213;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
30;30;;0;Second;Adult;Died;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 13";Adult male Second;0;Mr;Mr;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;0;13;Matthews, Mr. William John;1;0;419;2;1;male;0;0;28228;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
50;54;;0;Second;Adult;Died;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 26";Adult male Second;0;Mr;Mr;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;20;26;Downton, Mr. William James;1;0;583;2;1;male;0;0;28403;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
45;46;;0;Second;Adult;Died;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 26";Adult male Second;0;Mr;Mr;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;20;26;McKane, Mr. Peter David;1;0;398;2;1;male;0;0;28403;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
15;19;;0;Second;Teen;Died;Teen male;3;0;"Boarding passengers: 1
Avg. Fare: 13";Teen male Second;0;Mr;Mr;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;0;13;Carbines, Mr. William;1;0;192;2;1;male;0;0;28424;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
20;23;;0;Second;Adult;Died;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 13";Adult male Second;0;Mr;Mr;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;0;13;Berriman, Mr. William John;1;0;734;2;1;male;0;0;28425;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
30;34;;0;Second;Adult;Died;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 21";Adult male Second;0;Mr;Mr;2;1;Southampton, United Kingdom;3;S;Southampton;S;2;20;21;Gale, Mr. Shadrach;1;0;406;2;1;male;1;0;28664;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
15;19;;0;Second;Teen;Died;Teen male;3;0;"Boarding passengers: 1
Avg. Fare: 10.5";Teen male Second;0;Mr;Mr;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;0;10,5;Pengelly, Mr. Frederick William;1;0;239;2;1;male;0;0;28665;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
50;54;;0;Second;Adult;Died;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 14";Adult male Second;0;Dr;Dr;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;0;14;Moraweck, Dr. Ernest;1;0;318;2;1;male;0;0;29011;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
30;32;;0;Second;Adult;Survived;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 26";Adult male Second;100;Mr;Mr;2;1;Southampton, United Kingdom;3;S;Southampton;S;2;20;26;Beane, Mr. Edward;1;0;544;2;1;male;1;1;2908;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
20;23;;0;Second;Adult;Died;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 11.5";Adult male Second;0;Mr;Mr;4;1;Southampton, United Kingdom;3;S;Southampton;S;4;0;11,5;Hocking, Mr. Richard George;1;1;530;2;1;male;2;0;29104;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
0;0,83;;0;Second;Infant;Survived;Infant male;1;0;"Boarding passengers: 1
Avg. Fare: 18.75";Infant male Second;100;Master;Master;3;1;Southampton, United Kingdom;3;S;Southampton;S;3;0;18,75;Richards, Master. George Sibley;1;1;832;2;1;male;1;1;29106;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
0;3;;0;Second;Child;Survived;Child male;2;0;"Boarding passengers: 1
Avg. Fare: 18.75";Child male Second;100;Master;Master;3;1;Southampton, United Kingdom;3;S;Southampton;S;3;0;18,75;Richards, Master. William Rowe;1;1;408;2;1;male;1;1;29106;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
15;18;;0;Second;Teen;Died;Teen male;3;0;"Boarding passengers: 1
Avg. Fare: 11.5";Teen male Second;0;Mr;Mr;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;0;11,5;Bailey, Mr. Percy Andrew;1;0;758;2;1;male;0;0;29108;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
60;60;;0;Second;Adult;Died;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 39";Adult male Second;0;Mr;Mr;3;1;Southampton, United Kingdom;3;S;Southampton;S;3;20;39;Brown, Mr. Thomas William Solomon;1;1;685;2;1;male;1;0;29750;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
20;23;;0;Second;Adult;Died;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 13";Adult male Second;0;Mr;Mr;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;0;13;Eitemiller, Mr. George Floyd;1;0;659;2;1;male;0;0;29751;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
30;34;;0;Third;Adult;Died;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 6.5";Adult male Third;0;Mr;Mr;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;0;6,4958;Johanson, Mr. Jakob Alfred;1;0;203;3;1;male;0;0;3101264;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
15;18;;0;Third;Teen;Died;Teen male;3;0;"Boarding passengers: 1
Avg. Fare: 6.5";Teen male Third;0;Mr;Mr;2;1;Southampton, United Kingdom;3;S;Southampton;S;2;0;6,4958;Wiklund, Mr. Jakob Alfred;1;0;372;3;1;male;1;0;3101267;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
35;37;;0;Third;Adult;Died;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 7.9199999999999999";Adult male Third;0;Mr;Mr;3;1;Southampton, United Kingdom;3;S;Southampton;S;3;0;7,925;Gustafsson, Mr. Anders Vilhelm;1;0;105;3;1;male;2;0;3101276;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
25;28;;0;Third;Adult;Died;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 7.9199999999999999";Adult male Third;0;Mr;Mr;3;1;Southampton, United Kingdom;3;S;Southampton;S;3;0;7,925;Gustafsson, Mr. Johan Birger;1;0;393;3;1;male;2;0;3101277;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
30;32;;0;Third;Adult;Died;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 15.85";Adult male Third;0;Mr;Mr;2;1;Southampton, United Kingdom;3;S;Southampton;S;2;0;15,85;Backstrom, Mr. Karl Alfred;1;0;207;3;1;male;1;0;3101278;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
0;1;;0;Third;Infant;Died;Infant male;1;0;"Boarding passengers: 1
Avg. Fare: 39.689999999999998";Infant male Third;0;Master;Master;6;1;Southampton, United Kingdom;3;S;Southampton;S;6;20;39,6875;Panula, Master. Eino Viljami;1;1;165;3;1;male;4;0;3101295;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
5;7;;0;Third;Child;Died;Child male;2;0;"Boarding passengers: 1
Avg. Fare: 39.689999999999998";Child male Third;0;Master;Master;6;1;Southampton, United Kingdom;3;S;Southampton;S;6;20;39,6875;Panula, Master. Juha Niilo;1;1;51;3;1;male;4;0;3101295;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
0;2;;0;Third;Infant;Died;Infant male;1;0;"Boarding passengers: 1
Avg. Fare: 39.689999999999998";Infant male Third;0;Master;Master;6;1;Southampton, United Kingdom;3;S;Southampton;S;6;20;39,6875;Panula, Master. Urho Abraham;1;1;825;3;1;male;4;0;3101295;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
15;16;;0;Third;Teen;Died;Teen male;3;0;"Boarding passengers: 1
Avg. Fare: 39.689999999999998";Teen male Third;0;Mr;Mr;6;1;Southampton, United Kingdom;3;S;Southampton;S;6;20;39,6875;Panula, Mr. Ernesti Arvid;1;1;267;3;1;male;4;0;3101295;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
10;14;;0;Third;Teen;Died;Teen male;3;0;"Boarding passengers: 1
Avg. Fare: 39.689999999999998";Teen male Third;0;Mr;Mr;6;1;Southampton, United Kingdom;3;S;Southampton;S;6;20;39,6875;Panula, Mr. Jaako Arnold;1;1;687;3;1;male;4;0;3101295;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
35;39;;0;Third;Adult;Died;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 7.9199999999999999";Adult male Third;0;Mr;Mr;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;0;7,925;Salonen, Mr. Johan Werner;1;0;529;3;1;male;0;0;3101296;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
30;34;;0;Second;Adult;Died;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 21";Adult male Second;0;Mr;Mr;2;1;Southampton, United Kingdom;3;S;Southampton;S;2;20;21;Renouf, Mr. Peter Henry;1;0;477;2;1;male;1;0;31027;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
25;26;;0;Second;Adult;Died;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 10.5";Adult male Second;0;Mr;Mr;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;0;10,5;Gavey, Mr. Lawrence;1;0;620;2;1;male;0;0;31028;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
25;29;;0;Third;Adult;Survived;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 7.7800000000000002";Adult male Third;100;Mr;Mr;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;0;7,775;Moss, Mr. Albert Johan;1;0;108;3;1;male;0;1;312991;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
20;21;;0;Third;Adult;Died;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 7.7800000000000002";Adult male Third;0;Mr;Mr;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;0;7,775;Birkeland, Mr. Hans Martin Monsen;1;0;409;3;1;male;0;0;312992;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
45;49;;0;Third;Adult;Died;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 7.7800000000000002";Adult male Third;0;Mr;Mr;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;0;7,775;Rommetvedt, Mr. Knud Paust;1;0;668;3;1;male;0;0;312993;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
35;37;;0;Third;Adult;Died;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 8.6600000000000001";Adult male Third;0;Mr;Mr;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;0;8,6625;Smiljanic, Mr. Mile;1;0;159;3;1;male;0;0;315037;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
25;29;;0;Third;Adult;Died;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 7.8799999999999999";Adult male Third;0;Mr;Mr;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;0;7,875;Zimmerman, Mr. Leo;1;0;423;3;1;male;0;0;315082;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
15;17;;0;Third;Teen;Died;Teen male;3;0;"Boarding passengers: 1
Avg. Fare: 8.6600000000000001";Teen male Third;0;Mr;Mr;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;0;8,6625;Calic, Mr. Petar;1;0;501;3;1;male;0;0;315086;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
40;42;;0;Third;Adult;Died;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 8.6600000000000001";Adult male Third;0;Mr;Mr;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;0;8,6625;Dimic, Mr. Jovan;1;0;350;3;1;male;0;0;315088;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
35;38;;0;Third;Adult;Died;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 8.6600000000000001";Adult male Third;0;Mr;Mr;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;0;8,6625;Cacic, Mr. Luka;1;0;472;3;1;male;0;0;315089;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
15;17;;0;Third;Teen;Died;Teen male;3;0;"Boarding passengers: 1
Avg. Fare: 8.6600000000000001";Teen male Third;0;Mr;Mr;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;0;8,6625;Culumovic, Mr. Jeso;1;0;845;3;1;male;0;0;315090;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
15;17;;0;Third;Teen;Died;Teen male;3;0;"Boarding passengers: 1
Avg. Fare: 8.6600000000000001";Teen male Third;0;Mr;Mr;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;0;8,6625;Calic, Mr. Jovo;1;0;164;3;1;male;0;0;315093;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
20;20;;0;Third;Teen;Died;Teen male;3;0;"Boarding passengers: 1
Avg. Fare: 8.6600000000000001";Teen male Third;0;Mr;Mr;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;0;8,6625;Oreskovic, Mr. Luka;1;0;726;3;1;male;0;0;315094;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
20;21;;0;Third;Adult;Died;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 8.6600000000000001";Adult male Third;0;Mr;Mr;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;0;8,6625;Pasic, Mr. Jakob;1;0;837;3;1;male;0;0;315097;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
25;27;;0;Third;Adult;Survived;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 8.6600000000000001";Adult male Third;100;Mr;Mr;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;0;8,6625;Lulic, Mr. Nikola;1;0;822;3;1;male;0;1;315098;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
25;26;;0;Third;Adult;Died;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 8.6600000000000001";Adult male Third;0;Mr;Mr;3;1;Southampton, United Kingdom;3;S;Southampton;S;3;0;8,6625;Kink, Mr. Vincenz;1;0;70;3;1;male;2;0;315151;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
40;44;;0;Third;Adult;Died;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 7.25";Adult male Third;0;Mr;Mr;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;0;7,25;Keefe, Mr. Arthur;1;0;471;3;1;male;0;0;323592;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
15;19;;0;Third;Teen;Died;Teen male;3;0;"Boarding passengers: 1
Avg. Fare: 8.0500000000000007";Teen male Third;0;Mr;Mr;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;0;8,05;Beavan, Mr. William Thomas;1;0;373;3;1;male;0;0;323951;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
20;22;;0;Third;Adult;Died;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 8.0500000000000007";Adult male Third;0;Mr;Mr;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;0;8,05;Barton, Mr. David John;1;0;113;3;1;male;0;0;324669;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
25;26;;0;Third;Adult;Died;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 8.0500000000000007";Adult male Third;0;Mr;Mr;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;0;8,05;Adams, Mr. John;1;0;402;3;1;male;0;0;341826;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
20;24,5;;0;Third;Adult;Died;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 8.0500000000000007";Adult male Third;0;Mr;Mr;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;0;8,05;Sawyer, Mr. Frederick Charles;1;0;677;3;1;male;0;0;342826;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
20;24;;0;Third;Adult;Died;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 8.0500000000000007";Adult male Third;0;Mr;Mr;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;0;8,05;Celotti, Mr. Francesco;1;0;90;3;1;male;0;0;343275;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
25;29;;0;Third;Adult;Died;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 8.0500000000000007";Adult male Third;0;Mr;Mr;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;0;8,05;Christmann, Mr. Emil;1;0;91;3;1;male;0;0;343276;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
60;61;;0;Third;Adult;Died;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 6.2400000000000002";Adult male Third;0;Mr;Mr;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;0;6,2375;Nysveen, Mr. Johan Hansen;1;0;327;3;1;male;0;0;345364;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
15;16;;0;Third;Teen;Died;Teen male;3;0;"Boarding passengers: 1
Avg. Fare: 18";Teen male Third;0;Mr;Mr;3;1;Southampton, United Kingdom;3;S;Southampton;S;3;0;18;Vander Planke, Mr. Leo Edmondus;1;0;334;3;1;male;2;0;345764;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
45;47;;0;Third;Adult;Died;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 9";Adult male Third;0;Mr;Mr;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;0;9;Vander Cruyssen, Mr. Victor;1;0;874;3;1;male;0;0;345765;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
20;22;;0;Third;Adult;Died;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 9";Adult male Third;0;Mr;Mr;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;0;9;Waelens, Mr. Achille;1;0;81;3;1;male;0;0;345767;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
